Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,2023,PG,Animation,Jeff Rowe,Seth RogenEvan GoldbergJeff Rowe,74.0,"https://m.media-amazon.com/images/M/MV5BYzE4MTllZTktMTIyZS00Yzg1LTg1YzAtMWQwZTZkNjNkODNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0,Title: Teenage Mutant Ninja Turtles: Mutant Mayhem; Genre: Animation; Director: Jeff Rowe; Cast: Seth RogenEvan GoldbergJeff Rowe,"After years of living in the shadows, the teenage mutant ninja turtles emerge from the sewers to win the hearts of New Yorkers and finally be accepted as normal teenagers.  Their plan is thwarted when a mysterious new threat emerges, unleashing chaos upon the city.  Forced to confront their own insecurities and newfound fame, the Turtles must unite to save Manhattan from a terrifying army of mutants.  Their journey tests their brotherhood and reveals the true meaning of family."
Spider-Man: Into the Spider-Verse,8.4,2018,PG,Animation,Bob Persichetti,Phil LordRodney Rothman,87.0,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0,Title: Spider-Man: Into the Spider-Verse; Genre: Animation; Director: Bob Persichetti; Cast: Phil LordRodney Rothman,"Miles Morales, a shy teenager bitten by a radioactive spider, suddenly finds himself flung into a chaotic multiverse.  He must team up with other Spider-People from alternate realities to defeat a powerful villain threatening to unravel all of existence.  Facing his own anxieties and newfound powers, Miles learns what it truly means to be Spider-Man.  This vibrant animated adventure is a thrilling blend of action, humor, and heartfelt emotion."
Thor: Ragnarok,7.9,2017,PG-13,Action,Taika Waititi,Eric PearsonCraig KyleChristopher L. Yost,74.0,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_QL75_UX190_CR0,0,190,281_.jpg",130.0,Title: Thor: Ragnarok; Genre: Action; Director: Taika Waititi; Cast: Eric PearsonCraig KyleChristopher L. Yost,"Facing the destruction of Asgard and his own impending doom at the hands of Hela, the goddess of death, Thor is imprisoned on the savage planet Sakaar.  Forced to compete in gladiatorial combat, he must overcome his imprisonment and rally unlikely allies.  A desperate battle ensues to save Asgard and prevent Hela from conquering the Nine Realms.  With humor and heart, Thor rediscovers his strength and his destiny."
Don't Look Up,7.2,2021,R,Comedy,Adam McKay,Adam McKayDavid Sirota,49.0,"https://m.media-amazon.com/images/M/MV5BZjcwZjY3NjAtNzkxZS00NmFjLTg1OGYtODJmMThhY2UwMTc5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR18,0,190,281_.jpg",138.0,Title: Don't Look Up; Genre: Comedy; Director: Adam McKay; Cast: Adam McKayDavid Sirota,"When two astronomers discover a planet-killing comet hurtling towards Earth, they embark on a desperate, hilarious, and ultimately futile attempt to warn humanity of the impending doom.  Their pleas are met with apathy, political maneuvering, and a shocking level of societal denial. The film satirizes the indifference to impending environmental crises and the absurdity of modern media.  As the comet nears, the world grapples with its own self-destruction, highlighting the failings of leadership and the fragility of civilization."
Weird Science,6.6,1985,PG-13,Comedy,John Hughes,Anthony Michael HallIlan Mitchell-SmithKelly LeBrock,46.0,"https://m.media-amazon.com/images/M/MV5BMTEwMTU1YjMtMjc0OS00NjZiLTk1MGMtNzhkODI0ZDFjNGI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,8,190,281_.jpg",94.0,Title: Weird Science; Genre: Comedy; Director: John Hughes; Cast: Anthony Michael HallIlan Mitchell-SmithKelly LeBrock,"Two unpopular high school nerds, desperate for a social life, use a computer program to create the perfect woman.  Their creation, a stunning and confident beauty, arrives with unexpected consequences as she throws their lives – and their high school – into hilarious chaos.  The boys must learn to navigate the complexities of romance and popularity, all while dealing with their out-of-control creation.  Will their experiment in artificial companionship ultimately lead to success or utter disaster?"
Guardians of the Galaxy,8.0,2014,PG-13,Action,James Gunn,James GunnNicole PerlmanDan Abnett,76.0,"https://m.media-amazon.com/images/M/MV5BNDIzMTk4NDYtMjg5OS00ZGI0LWJhZDYtMzdmZGY1YWU5ZGNkXkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_QL75_UX190_CR0,0,190,281_.jpg",121.0,Title: Guardians of the Galaxy; Genre: Action; Director: James Gunn; Cast: James GunnNicole PerlmanDan Abnett,"A ragtag group of intergalactic criminals – a wise-cracking outlaw, a green-skinned assassin, a tree-like humanoid, and a muscle-bound warrior – band together to protect a powerful orb.  Their unlikely alliance is tested as they face relentless pursuers and uncover a cosmic threat far greater than they anticipated.  Amidst the chaos and humor, they discover the true meaning of family and sacrifice.  Their journey across the galaxy is filled with explosive action and unexpected twists. Ultimately, they must choose between self-preservation and the fate of the universe."
Thor: Love and Thunder,6.2,2022,PG-13,Action,Taika Waititi,Taika WaititiJennifer Kaytin RobinsonStan Lee,57.0,"https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0,Title: Thor: Love and Thunder; Genre: Action; Director: Taika Waititi; Cast: Taika WaititiJennifer Kaytin RobinsonStan Lee,"Thor embarks on a journey of self-discovery after a devastating loss, seeking inner peace and rediscovering his purpose as the God of Thunder.  His quest is unexpectedly interrupted by Gorr the God Butcher, a vengeful villain determined to eliminate all gods.  Forced to confront his past and rally unlikely allies, Thor must unleash the full power of his legendary hammer once more.  Love and thunder clash as he battles to save both the cosmos and those he cares for."
Asteroid City,6.5,2023,PG-13,Comedy,Wes Anderson,Wes AndersonRoman Coppola,76.0,"https://m.media-amazon.com/images/M/MV5BNDJmMzY0ZGUtYWE1My00OWViLTg1NTctOWMwZWJlNDQzNGRiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0,Title: Asteroid City; Genre: Comedy; Director: Wes Anderson; Cast: Wes AndersonRoman Coppola,"In the quirky, meticulously designed American Southwest, a Junior Stargazer convention brings together eccentric families and renowned scientists.  Their carefully planned gathering is unexpectedly disrupted by a major event, throwing their lives into chaos and revealing surprising connections between them.  Amidst the ensuing pandemonium, a tale of love, loss, and the vast mysteries of the universe unfolds.  Humor and heart collide in a uniquely Andersonian exploration of family, fate, and the search for meaning."
Free Guy,7.1,2021,PG-13,Action,Shawn Levy,Matt LiebermanZak Penn,62.0,"https://m.media-amazon.com/images/M/MV5BOTY2NzFjODctOWUzMC00MGZhLTlhNjMtM2Y2ODBiNGY1ZWRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",115.0,Title: Free Guy; Genre: Action; Director: Shawn Levy; Cast: Matt LiebermanZak Penn,"A bank teller discovers he's actually a non-player character (NPC) in a brutal open-world video game.  Realizing his programmed reality is far from free, he decides to break the code and become the hero of his own story.  His unexpected actions threaten the game's creators, forcing him to fight for his digital existence and find his own unique identity.  He teams up with unexpected allies within the game, embarking on a thrilling adventure to rewrite his fate.  In a battle between the virtual and real worlds, he must choose between the programmed life he knows and the unpredictable freedom he craves."
Guardians of the Galaxy Vol. 3,7.9,2023,PG-13,Action,James Gunn,James GunnJim StarlinStan Lee,64.0,"https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",150.0,Title: Guardians of the Galaxy Vol. 3; Genre: Action; Director: James Gunn; Cast: James GunnJim StarlinStan Lee,"The Guardians' peaceful life is shattered when Rocket's troubled past catches up to him, threatening the team's very existence.  A desperate race against time begins as they confront Rocket's creators and face a formidable new enemy.  Old wounds are reopened, forcing the Guardians to confront their deepest vulnerabilities and fight for their family.  Their loyalty and love are tested in a climactic battle to save Rocket and protect the galaxy. The fate of the Guardians hangs in the balance."
The Suicide Squad,7.2,2021,R,Action,James Gunn,Margot RobbieIdris ElbaJohn Cena,72.0,"https://m.media-amazon.com/images/M/MV5BNzUzMjkxMzItMTc0MS00MjAxLWFiZGMtY2YwOGM2Yjk1ZjBmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UX190_CR0,0,190,281_.jpg",132.0,Title: The Suicide Squad; Genre: Action; Director: James Gunn; Cast: Margot RobbieIdris ElbaJohn Cena,"Facing a dire threat, a ragtag team of incarcerated supervillains is given a high-stakes mission: infiltrate a heavily fortified island and destroy a terrifying, otherworldly force.  Their success hinges on unlikely teamwork and questionable morals as they battle both the enemy and each other.  With freedom (or death) as the only reward, they'll risk it all for a shot at redemption – or perhaps just a little less chaos in their lives.  The odds are stacked against them, but survival is only the first step."
About Time,7.8,2013,R,Comedy,Richard Curtis,Domhnall GleesonRachel McAdamsBill Nighy,55.0,"https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_QL75_UX190_CR0,10,190,281_.jpg",123.0,Title: About Time; Genre: Comedy; Director: Richard Curtis; Cast: Domhnall GleesonRachel McAdamsBill Nighy,"A young man discovers he can travel through time, using this ability to fix his romantic woes and improve his life.  However, he soon learns that altering the past has unforeseen consequences, forcing him to navigate the complexities of love, family, and the delicate balance of time itself.  His journey is a hilarious and heartwarming exploration of seizing the moment and cherishing the present.  Ultimately, he must decide if manipulating time is worth the cost."
Back to the Future,8.5,1985,PG,Adventure,Robert Zemeckis,Michael J. FoxChristopher LloydLea Thompson,87.0,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,7,190,281_.jpg",116.0,Title: Back to the Future; Genre: Adventure; Director: Robert Zemeckis; Cast: Michael J. FoxChristopher LloydLea Thompson,"A teenager accidentally travels back to 1955 in a time-traveling DeLorean.  There, he inadvertently interferes with his parents' meeting, threatening his own existence.  He must repair the damage to his family's timeline before he disappears completely.  With the help of an eccentric scientist, he races against time to ensure his future.  A wild ride ensues as he navigates the complexities of the past to secure his present."
Idiocracy,6.5,2006,R,Adventure,Mike Judge,Mike JudgeEtan Cohen,66.0,"https://m.media-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",84.0,Title: Idiocracy; Genre: Adventure; Director: Mike Judge; Cast: Mike JudgeEtan Cohen,"In a dystopian future, society has devolved into utter stupidity, thanks to a misguided social evolution.  A seemingly average man, chosen for a cryogenic experiment, awakens to find himself the smartest person on Earth.  He must navigate this absurd, intellectually barren world and somehow find a way to save humanity from itself.  His journey is fraught with hilarious and perilous challenges as he struggles against the overwhelming tide of ignorance.  The fate of civilization rests on his surprisingly capable shoulders."
Everything Everywhere All at Once,7.8,2022,R,Action,Daniel Kwan,Michelle YeohStephanie HsuJamie Lee Curtis,81.0,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_QL75_UY281_CR2,0,190,281_.jpg",139.0,Title: Everything Everywhere All at Once; Genre: Action; Director: Daniel Kwan; Cast: Michelle YeohStephanie HsuJamie Lee Curtis,"A struggling Chinese-American laundromat owner discovers she's connected to countless alternate versions of herself across the multiverse.  To save reality from a powerful being, she must access the skills and experiences of these alternate selves, mastering bizarre and unexpected abilities.  This forces her to confront her fractured family relationships while battling a cosmic threat.  It's a wild, emotional journey through infinite possibilities where even the smallest choices have massive consequences."
Deadpool 2,7.6,2018,R,Action,David Leitch,Rhett ReesePaul WernickRyan Reynolds,66.0,"https://m.media-amazon.com/images/M/MV5BMTQ0NTk2MTYtMWZlYS00ZTliLThmZTEtNDVkODgxNmQ2ZGM2XkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",119.0,Title: Deadpool 2; Genre: Action; Director: David Leitch; Cast: Rhett ReesePaul WernickRyan Reynolds,"After a near-fatal encounter, the irreverent mercenary Deadpool must overcome his grief and assemble a team of mutant misfits.  Facing a powerful new enemy with a vendetta against the past, Deadpool and his X-Force embark on a time-traveling mission.  Their chaotic attempt to rewrite history is fraught with hilarious mishaps and unexpected consequences.  Ultimately, Deadpool confronts his own mortality and the true meaning of heroism, in his own uniquely twisted way."
Ghostbusters: Afterlife,7.0,2021,PG-13,Adventure,Jason Reitman,Gil KenanJason ReitmanIvan Reitman,45.0,"https://m.media-amazon.com/images/M/MV5BMTVkNmVlYzItMjNkYy00MGE0LTk4MmQtOTFmNTUyYzg2NGEzXkEyXkFqcGdeQXVyMTI0NTA1MDI3._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0,Title: Ghostbusters: Afterlife; Genre: Adventure; Director: Jason Reitman; Cast: Gil KenanJason ReitmanIvan Reitman,"When a single mother and her two kids inherit a dilapidated Oklahoma farm from their estranged grandfather, they uncover a hidden legacy linked to the original Ghostbusters.  Unexpectedly thrust into the world of paranormal investigation, they must confront a terrifying new threat that could engulf the world.  Armed with their grandfather's old equipment and a newfound understanding of his past, they rally to save humanity.  This new generation of Ghostbusters must confront the ghosts of their family's history while battling a powerful and ancient evil."
Ghostbusters,7.8,1984,PG,Action,Ivan Reitman,Bill MurrayDan AykroydSigourney Weaver,71.0,"https://m.media-amazon.com/images/M/MV5BZmYxNzdiMGItMDNlMS00ZWYyLWIwOTItZDcyMTNiNTZiMzJhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0,Title: Ghostbusters; Genre: Action; Director: Ivan Reitman; Cast: Bill MurrayDan AykroydSigourney Weaver,"Three eccentric parapsychologists, armed with proton packs and a customized Cadillac, set up shop to rid New York City of a supernatural infestation.  When a powerful, otherworldly entity threatens to engulf the city in a ghostly apocalypse, they must overcome their differences and battle the terrifying specter.  Their efforts lead them to a terrifying confrontation at the heart of the city, where the fate of Manhattan hangs in the balance.  A quirky, thrilling adventure ensues as they attempt to save the day from paranormal chaos."
Ghostbusters: Frozen Empire,6.2,2024,PG-13,Adventure,Gil Kenan,Gil KenanJason ReitmanIvan Reitman,46.0,"https://m.media-amazon.com/images/M/MV5BNGE5MWJmZWYtN2ZlMi00ZjY1LTlhYTUtMzQ2Y2IxZWQyYTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",115.0,Title: Ghostbusters: Frozen Empire; Genre: Adventure; Director: Gil Kenan; Cast: Gil KenanJason ReitmanIvan Reitman,"When a powerful arctic anomaly unleashes a chilling new spectral threat upon New York City, the Ghostbusters must brave the frozen wastes of the North Pole.  Facing terrifying, ice-based ghosts and a relentless blizzard of supernatural forces, they uncover a long-forgotten, ancient evil.  Their only hope of saving the world lies in a perilous mission to confront this icy menace at its source before it freezes the planet solid.  Time is running out, and the fate of humanity hangs in the balance."
